CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
AACYQ,Bryant's Cove,Undetermined,,Town,Populated Place,TOWN,3a9135f2c6cd11d892e2080020a0f4c9,47.6760917,-53.1930222,Harbour Grace,Newfoundland and Labrador,50000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ACGAI,Buchans,Undetermined,,Town,Populated Place,TOWN,76cec70ed05511d892e2080020a0f4c9,48.8238,-56.8490694,,Newfoundland and Labrador,7500000,1996-03-29,Newfoundland Labrador-Fisheries and Land Resources
AADBW,Burgeo,Undetermined,,Town,Populated Place,TOWN,e0b6f87dd05311d892e2080020a0f4c9,47.6199167,-57.6216334,,Newfoundland and Labrador,7500000,1996-03-29,Newfoundland Labrador-Fisheries and Land Resources
AADCE,Burin,Undetermined,,Town,Populated Place,TOWN,e0cd66afd05311d892e2080020a0f4c9,47.082841,-55.175272,,Newfoundland and Labrador,7500000,2002-01-01,Newfoundland Labrador-Fisheries and Land Resources
AADCQ,Burlington,Undetermined,,Town,Populated Place,TOWN,3aaf4545c6cd11d892e2080020a0f4c9,49.7501528,-56.0174223,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ABAYX,Burnt Islands,Undetermined,,Town,Populated Place,TOWN,d6d7815ed05311d892e2080020a0f4c9,47.6141944,-58.8701306,,Newfoundland and Labrador,250000,1996-03-29,Newfoundland Labrador-Fisheries and Land Resources
AADLR,Campbellton,Undetermined,,Town,Populated Place,TOWN,e104a354d05311d892e2080020a0f4c9,49.2705194,-54.9319306,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AASVB,Cape Broyle,Undetermined,,Town,Populated Place,TOWN,381cdb54c6cd11d892e2080020a0f4c9,47.0965195,-52.9414917,Ferryland,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ACRCX,Cape St. George,Undetermined,,Town,Populated Place,TOWN,2d535c13c6ce11d892e2080020a0f4c9,48.4957027,-59.1849305,,Newfoundland and Labrador,1000000,2000-09-29,Newfoundland Labrador-Fisheries and Land Resources
AADOD,Carbonear,Undetermined,,Town,Populated Place,TOWN,e1326a18d05311d892e2080020a0f4c9,47.7315028,-53.2326611,Carbonear,Newfoundland and Labrador,7500000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AADPF,Carmanville,Undetermined,,Town,Populated Place,TOWN,e13ddbc9d05311d892e2080020a0f4c9,49.3673055,-54.2905694,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AADQK,Cartwright,Undetermined,,Town,Populated Place,TOWN,3b161d6fc6cd11d892e2080020a0f4c9,53.693779,-56.970056,,Newfoundland and Labrador,7500000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ABYRR,Centreville-Wareham-Trinity,Undetermined,,Town,Populated Place,TOWN,0b33051fd05511d892e2080020a0f4c9,49.0000278,-53.9206694,Bonavista North,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AADUM,Chance Cove,Undetermined,,Town,Populated Place,TOWN,6c8fcac8d05511d892e2080020a0f4c9,47.6666472,-53.830925,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AADVB,Change Islands,Undetermined,,Town,Populated Place,TOWN,e15f467cd05311d892e2080020a0f4c9,49.6689444,-54.4037223,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AADVG,Channel-Port aux Basques,Undetermined,,Town,Populated Place,TOWN,7a18e947d05511d892e2080020a0f4c9,47.5955806,-59.1352917,,Newfoundland and Labrador,15000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AADVM,Chapel Arm,Undetermined,,Town,Populated Place,TOWN,1cdc5fefc6be11d892e2080020a0f4c9,47.5049111,-53.6661916,Bellevue,Newfoundland and Labrador,1000000,2001-02-16,Newfoundland Labrador-Fisheries and Land Resources
ABEZM,Charlottetown,Undetermined,,Town,Populated Place,TOWN,2b9447c8c6ce11d892e2080020a0f4c9,52.7657222,-56.1453,Eagle River,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAEBC,Clarenville,Undetermined,,Town,Populated Place,TOWN,e18df7a0d05311d892e2080020a0f4c9,48.1881389,-54.0557138,,Newfoundland and Labrador,7500000,1996-06-30,Newfoundland Labrador-Fisheries and Land Resources
AAEBH,Clarke's Beach,Undetermined,,Town,Populated Place,TOWN,6c9aee59d05511d892e2080020a0f4c9,47.5320167,-53.303675,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAEDX,Coachman's Cove,Undetermined,,Town,Populated Place,TOWN,3b83ac5ac6cd11d892e2080020a0f4c9,50.0681694,-56.1237305,Baie Verte-White Bay,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAEHC,Colinet,Undetermined,,Town,Populated Place,TOWN,3bb4a76fc6cd11d892e2080020a0f4c9,47.2195306,-53.5480611,St. Mary's-The Capes,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ABFCC,Colliers,Undetermined,,Town,Populated Place,TOWN,edbf9c49d05311d892e2080020a0f4c9,47.4503222,-53.2482889,,Newfoundland and Labrador,250000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAEIN,Come By Chance,Undetermined,,Town,Populated Place,TOWN,6caec47ad05511d892e2080020a0f4c9,47.8415167,-53.9847806,Bellevue,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAEIU,Comfort Cove-Newstead,Undetermined,,Town,Populated Place,TOWN,2a79fe0dc6ce11d892e2080020a0f4c9,49.3581556,-54.8758195,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAEJC,Conception Bay South,Undetermined,,Town,Populated Place,TOWN,e1d5af06d05311d892e2080020a0f4c9,47.4907778,-52.9951111,Conception Bay South,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAEJD,Conception Harbour,Undetermined,,Town,Populated Place,TOWN,6cbbe3dbd05511d892e2080020a0f4c9,47.438575,-53.2239,Harbour Main,Newfoundland and Labrador,250000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAEJG,Conche,Undetermined,,Town,Populated Place,TOWN,399888dfc6ce11d892e2080020a0f4c9,50.8955084,-55.8866667,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAUZK,Cook's Harbour,Undetermined,,Town,Populated Place,TOWN,707d8010d05511d892e2080020a0f4c9,51.6078722,-55.863925,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAEOL,Cormack,Undetermined,,Town,Populated Place,TOWN,3bfc5ed6c6cd11d892e2080020a0f4c9,49.31595,-57.3833639,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAEOU,Corner Brook,Undetermined,,City,Populated Place,CITY,892b1f64c6be11d892e2080020a0f4c9,48.941111,-57.970278,Humber East; Humber West,Newfoundland and Labrador,15000000,1977-10-07,Newfoundland Labrador-Fisheries and Land Resources
ABAYT,Cottlesville,Undetermined,,Town,Populated Place,TOWN,d6cc84ddd05311d892e2080020a0f4c9,49.495225,-54.8545583,,Newfoundland and Labrador,50000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAERC,Cow Head,Undetermined,,Town,Populated Place,TOWN,e202163ad05311d892e2080020a0f4c9,49.919725,-57.7694834,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAESB,Cox's Cove,Undetermined,,Town,Populated Place,TOWN,3c0fe6d8c6cd11d892e2080020a0f4c9,49.1119861,-58.0805139,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAEXO,Crow Head,Undetermined,,Town,Populated Place,TOWN,3c42417dc6cd11d892e2080020a0f4c9,49.67985,-54.7998834,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAFAA,Cupids,Undetermined,,Town,Populated Place,TOWN,e22332cdd05311d892e2080020a0f4c9,47.5478056,-53.2244889,Port de Grave,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAFDB,Daniel's Harbour,Undetermined,,Town,Populated Place,TOWN,2a84fa8ec6ce11d892e2080020a0f4c9,50.2326473,-57.5818083,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAFKA,Deer Lake,Undetermined,,Town,Populated Place,TOWN,e24f9a01d05311d892e2080020a0f4c9,49.194994,-57.3897,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAUZT,Dover,Undetermined,,Town,Populated Place,TOWN,708bd7f1d05511d892e2080020a0f4c9,48.8869639,-53.9537778,Bonavista North,Newfoundland and Labrador,250000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAGCI,Duntara,Undetermined,,Town,Populated Place,TOWN,89de69e5c6be11d892e2080020a0f4c9,48.585975,-53.3810333,,Newfoundland and Labrador,250000,2001-10-05,Newfoundland Labrador-Fisheries and Land Resources
AAGIW,Eastport,Undetermined,,Town,Populated Place,TOWN,e2d7b5cdd05311d892e2080020a0f4c9,48.6646722,-53.7676278,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAGLV,Elliston,Undetermined,,Town,Populated Place,TOWN,6d6961fad05511d892e2080020a0f4c9,48.6291611,-53.0480361,,Newfoundland and Labrador,250000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAGMH,Embree,Undetermined,,Town,Populated Place,TOWN,e2ee721fd05311d892e2080020a0f4c9,49.3012472,-55.0437028,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAGMV,Englee,Undetermined,,Town,Populated Place,TOWN,e2f94790d05311d892e2080020a0f4c9,50.7657028,-56.0709528,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAGNE,English Harbour East,Undetermined,,Town,Populated Place,TOWN,3d91cc0ec6cd11d892e2080020a0f4c9,47.64608,-54.892783,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ACCRI,Fermeuse,Undetermined,,Town,Populated Place,TOWN,34aa7b77c6ce11d892e2080020a0f4c9,46.9727667,-52.977475,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAGUG,Ferryland,Undetermined,,Town,Populated Place,TOWN,2b355edfc6ce11d892e2080020a0f4c9,47.0302389,-52.9056278,,Newfoundland and Labrador,7500000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ABTLR,Flatrock,Undetermined,,Town,Populated Place,TOWN,6f158b80d05511d892e2080020a0f4c9,47.7049611,-52.7316555,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAHDA,Fleur de Lys,Undetermined,,Town,Populated Place,TOWN,e30fb5c2d05311d892e2080020a0f4c9,50.132925,-56.1570194,Baie Verte-White Bay,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAHDU,Flower's Cove,Undetermined,,Town,Populated Place,TOWN,e31a8b33d05311d892e2080020a0f4c9,51.29535,-56.7202694,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
ACTKC,Fogo Island,Undetermined,,Town,Populated Place,TOWN,0d01c7e5849c20c3374946ef545a3157,49.658333,-54.1825,,Newfoundland and Labrador,50000,2011-01-14,Newfoundland Labrador-Fisheries and Land Resources
ABHYJ,Forteau,Undetermined,,Town,Populated Place,TOWN,46030d23c6cd11d892e2080020a0f4c9,51.4915611,-56.9478916,,Newfoundland and Labrador,7500000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAHGF,Fortune,Undetermined,,Town,Populated Place,TOWN,e3cd3968d05311d892e2080020a0f4c9,47.0406833,-55.8614917,,Newfoundland and Labrador,1000000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
ABOKB,Fox Cove-Mortier,Undetermined,,Town,Populated Place,TOWN,ea5fcf2dd05311d892e2080020a0f4c9,47.1023611,-55.1103778,Burin-Placentia,Newfoundland and Labrador,250000,1996-04-04,Newfoundland Labrador-Fisheries and Land Resources
AAHJA,Fox Harbour,Undetermined,,Town,Populated Place,TOWN,1d5fc0ccc6be11d892e2080020a0f4c9,47.3215,-53.8827166,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAHNP,Frenchman's Cove,Undetermined,,Town,Populated Place,TOWN,3e1d433cc6cd11d892e2080020a0f4c9,47.161108,-55.41835,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ABFNH,Gallants,Undetermined,,Town,Populated Place,TOWN,58cef3acc6ce11d892e2080020a0f4c9,48.7054861,-58.2388527,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ABFFT,Gambo,Undetermined,,Town,Populated Place,TOWN,9ba21db5d05511d892e2080020a0f4c9,48.7970805,-54.2125111,Bonavista North,Newfoundland and Labrador,7500000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAHSV,Gander,Undetermined,,Town,Populated Place,TOWN,e404760dd05311d892e2080020a0f4c9,48.957189,-54.588561,,Newfoundland and Labrador,15000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAHUF,Garnish,Undetermined,,Town,Populated Place,TOWN,e4267d00d05311d892e2080020a0f4c9,47.215406,-55.332653,Burin-Placentia West,Newfoundland and Labrador,1000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAHUP,Gaskiers-Point La Haye,Undetermined,,Town,Populated Place,TOWN,3e3203bec6cd11d892e2080020a0f4c9,46.8841666,-53.605,St. Mary's-The Capes,Newfoundland and Labrador,50000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAHUZ,Gaultois,Undetermined,,Town,Populated Place,TOWN,e431a091d05311d892e2080020a0f4c9,47.611875,-55.9137583,,Newfoundland and Labrador,1000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAHYE,Gillams,Undetermined,,Town,Populated Place,TOWN,5adf363dc6ce11d892e2080020a0f4c9,49.0194944,-58.0683389,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ABQOU,Glenburnie-Birchy Head-Shoal Brook,Undetermined,,Town,Populated Place,TOWN,389d5fe7c6ce11d892e2080020a0f4c9,49.4507556,-57.9098889,St. Barbe,Newfoundland and Labrador,50000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAHZV,Glenwood,Undetermined,,Town,Populated Place,TOWN,e45db9a5d05311d892e2080020a0f4c9,48.9809139,-54.8820444,,Newfoundland and Labrador,1000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAIAF,Glovertown,Undetermined,,Town,Populated Place,TOWN,e468dd36d05311d892e2080020a0f4c9,48.6911305,-54.0352778,,Newfoundland and Labrador,7500000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAIEJ,Goose Cove East,Undetermined,,Town,Populated Place,TOWN,3e6548c3c6cd11d892e2080020a0f4c9,51.3075,-55.6272222,,Newfoundland and Labrador,50000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAIHR,Grand Bank,Undetermined,,Town,Populated Place,TOWN,6d7f820cd05511d892e2080020a0f4c9,47.088906,-55.755111,,Newfoundland and Labrador,7500000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
ABYRK,Grand Falls-Windsor,Undetermined,,Town,Populated Place,TOWN,7541be4bd05511d892e2080020a0f4c9,48.9640028,-55.6644417,Grand Falls,Newfoundland and Labrador,7500000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAUUV,Grand Le Pierre,Undetermined,,Town,Populated Place,TOWN,2e34d899c6cd11d892e2080020a0f4c9,47.7732861,-54.8056084,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAIVX,Greenspond,Undetermined,,Town,Populated Place,TOWN,d979a3b9d05311d892e2080020a0f4c9,49.07315,-53.5768027,,Newfoundland and Labrador,1000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAJJO,Hampden,Undetermined,,Town,Populated Place,TOWN,324a6041c6cd11d892e2080020a0f4c9,49.5396389,-56.8816277,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAJKL,Hant's Harbour,Undetermined,,Town,Populated Place,TOWN,9819e7a0c6be11d892e2080020a0f4c9,47.990422,-53.276714,,Newfoundland and Labrador,1000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAJKO,Happy Adventure,Undetermined,,Town,Populated Place,TOWN,3254c082c6cd11d892e2080020a0f4c9,48.6351722,-53.7818861,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ACRWH,Happy Valley - Goose Bay,Undetermined,,Town,Populated Place,TOWN,1ad8535bc6be11d892e2080020a0f4c9,53.341739,-60.448803,,Newfoundland and Labrador,15000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAJKQ,Harbour Breton,Undetermined,,Town,Populated Place,TOWN,980f393fc6be11d892e2080020a0f4c9,47.477522,-55.824044,,Newfoundland and Labrador,7500000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAJKX,Harbour Grace,Undetermined,,Town,Populated Place,TOWN,1b4ff367c6be11d892e2080020a0f4c9,47.6796861,-53.2535888,Harbour Grace,Newfoundland and Labrador,1000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
ACKMW,Harbour Main-Chapel's Cove-Lakeview,Undetermined,,Town,Populated Place,TOWN,0c23d9a7849c20c3afd3abb9b251e76d,47.4118667,-53.1740194,,Newfoundland and Labrador,50000,1999-01-29,Newfoundland Labrador-Fisheries and Land Resources
AAJNN,Hare Bay,Undetermined,,Town,Populated Place,TOWN,9823f9c1c6be11d892e2080020a0f4c9,48.8591528,-54.0318361,,Newfoundland and Labrador,1000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
ABFOV,Hawke's Bay,Undetermined,,Town,Populated Place,TOWN,8e53ebe3c6be11d892e2080020a0f4c9,50.6168083,-57.1846972,,Newfoundland and Labrador,1000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAJUJ,Heart's Content,Undetermined,,Town,Populated Place,TOWN,8960ae59c6be11d892e2080020a0f4c9,47.8498556,-53.3549306,,Newfoundland and Labrador,1000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
ABOKJ,Heart's Delight-Islington,Undetermined,,Town,Populated Place,TOWN,8974f9abc6be11d892e2080020a0f4c9,47.7720722,-53.4437166,,Newfoundland and Labrador,250000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAJUP,Heart's Desire,Undetermined,,Town,Populated Place,TOWN,1b59de78c6be11d892e2080020a0f4c9,47.8156361,-53.4267777,,Newfoundland and Labrador,250000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
ACJWO,Hermitage-Sandyville,Undetermined,,Town,Populated Place,TOWN,32b704ccc6cd11d892e2080020a0f4c9,47.546214,-55.924428,,Newfoundland and Labrador,1000000,2002-05-10,Newfoundland Labrador-Fisheries and Land Resources
ABCAO,Holyrood,Undetermined,,Town,Populated Place,TOWN,6d47d037d05511d892e2080020a0f4c9,47.3458861,-53.1520305,,Newfoundland and Labrador,7500000,1999-01-29,Newfoundland Labrador-Fisheries and Land Resources
AAKFX,Howley,Undetermined,,Town,Populated Place,TOWN,986c2658c6be11d892e2080020a0f4c9,49.1572028,-57.0995333,,Newfoundland and Labrador,1000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
ABCNU,Hughes Brook,Undetermined,,Town,Populated Place,TOWN,3109f0e1c6cd11d892e2080020a0f4c9,48.9996805,-57.87935,Bay of Islands,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ABZCG,Humber Arm South,Undetermined,,Town,Populated Place,TOWN,7864d6ddc6be11d892e2080020a0f4c9,49.01565,-58.1677167,Bay of Islands,Newfoundland and Labrador,1000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAKKP,Indian Bay,Undetermined,,Town,Populated Place,TOWN,33083214c6cd11d892e2080020a0f4c9,49.0641139,-53.96235,Bonavista North,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ABZCF,Irishtown-Summerside,Undetermined,,Town,Populated Place,TOWN,785a287cc6be11d892e2080020a0f4c9,48.987769,-57.954761,Bay of Islands,Newfoundland and Labrador,50000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAKVD,Isle aux Morts,Undetermined,,Town,Populated Place,TOWN,986177f7c6be11d892e2080020a0f4c9,47.5974223,-58.965975,,Newfoundland and Labrador,1000000,1996-04-12,Newfoundland Labrador-Fisheries and Land Resources
AAKWW,Jackson's Arm,Undetermined,,Town,Populated Place,TOWN,4a558293c6ce11d892e2080020a0f4c9,49.8652223,-56.8048306,Humber Valley,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AALJP,Keels,Undetermined,,Town,Populated Place,TOWN,5002c159c6ce11d892e2080020a0f4c9,48.6019445,-53.4074445,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AALOV,King's Cove,Undetermined,,Town,Populated Place,TOWN,2cd440f7c6ce11d892e2080020a0f4c9,48.5589834,-53.3732611,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AALPI,King's Point,Undetermined,,Town,Populated Place,TOWN,992d7a9ac6be11d892e2080020a0f4c9,49.5807861,-56.208,Baie Verte,Newfoundland and Labrador,1000000,2001-06-22,Newfoundland Labrador-Fisheries and Land Resources
ABOKE,Kippens,Undetermined,,Town,Populated Place,TOWN,ea6acbaed05311d892e2080020a0f4c9,48.5585444,-58.6339833,Port au Port,Newfoundland and Labrador,1000000,1996-04-19,Newfoundland Labrador-Fisheries and Land Resources
ACRCZ,L'Anse au Loup,Undetermined,,Town,Populated Place,TOWN,36a400b7c6ce11d892e2080020a0f4c9,51.525847,-56.8349304,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AALXL,L'Anse-au-Clair,Undetermined,,Town,Populated Place,TOWN,39a31030c6ce11d892e2080020a0f4c9,51.4637361,-57.0670944,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
ACRVB,LaScie,Undetermined,,Town,Populated Place,TOWN,daf9b32bd05311d892e2080020a0f4c9,49.949236,-55.610031,,Newfoundland and Labrador,1000000,2006-04-19,Newfoundland Labrador-Fisheries and Land Resources
ABFQA,Labrador City,Undetermined,,Town,Populated Place,TOWN,20d315f4c6be11d892e2080020a0f4c9,52.9605694,-66.9365973,,Newfoundland and Labrador,15000000,2001-06-22,Newfoundland Labrador-Fisheries and Land Resources
AALUU,Lamaline,Undetermined,,Town,Populated Place,TOWN,daabba34d05311d892e2080020a0f4c9,46.906572,-55.768875,,Newfoundland and Labrador,1000000,1996-04-19,Newfoundland Labrador-Fisheries and Land Resources
AALYM,Lark Harbour,Undetermined,,Town,Populated Place,TOWN,340b986ec6cd11d892e2080020a0f4c9,49.1055056,-58.3923611,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AALZL,Lawn,Undetermined,,Town,Populated Place,TOWN,db04d6bcd05311d892e2080020a0f4c9,46.93885,-55.539314,,Newfoundland and Labrador,1000000,1996-04-19,Newfoundland Labrador-Fisheries and Land Resources
ABFQF,Leading Tickles,Undetermined,,Town,Populated Place,TOWN,f890bc00d05211d892e2080020a0f4c9,49.481925,-55.4271583,,Newfoundland and Labrador,1000000,1997-12-24,Newfoundland Labrador-Fisheries and Land Resources
AAMCN,Lewin's Cove,Undetermined,,Town,Populated Place,TOWN,39acfb41c6ce11d892e2080020a0f4c9,47.0873,-55.2189528,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAMDG,Lewisporte,Undetermined,,Town,Populated Place,TOWN,db1b1dded05311d892e2080020a0f4c9,49.2418083,-55.0460194,,Newfoundland and Labrador,7500000,1996-04-19,Newfoundland Labrador-Fisheries and Land Resources
AAMGB,Little Bay,Undetermined,,Town,Populated Place,TOWN,34245090c6cd11d892e2080020a0f4c9,49.5992389,-55.9518361,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAMGH,Little Bay East,Undetermined,,Town,Populated Place,TOWN,39b75b82c6ce11d892e2080020a0f4c9,47.555833,-54.863889,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAMGO,Little Bay Islands,Undetermined,,Town,Populated Place,TOWN,59b77f02c6ce11d892e2080020a0f4c9,49.6443361,-55.7974221,,Newfoundland and Labrador,250000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AAMIA,Little Burnt Bay,Undetermined,,Town,Populated Place,TOWN,db261a5fd05311d892e2080020a0f4c9,49.3397167,-55.0820056,,Newfoundland and Labrador,250000,1996-04-19,Newfoundland Labrador-Fisheries and Land Resources
ABTMP,Logy Bay-Middle Cove-Outer Cove,Undetermined,,Town,Populated Place,TOWN,24878149d05411d892e2080020a0f4c9,47.6366889,-52.6870083,,Newfoundland and Labrador,250000,1996-04-19,Newfoundland Labrador-Fisheries and Land Resources
ABQON,Long Harbour-Mount Arlington Heights,Undetermined,,Town,Populated Place,TOWN,7bbcae5cd05511d892e2080020a0f4c9,47.4430945,-53.782475,Placentia,Newfoundland and Labrador,250000,1996-04-19,Newfoundland Labrador-Fisheries and Land Resources
AANGX,Lord's Cove,Undetermined,,Town,Populated Place,TOWN,3491df7bc6cd11d892e2080020a0f4c9,46.8984417,-55.6587028,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AANIC,Lourdes,Undetermined,,Town,Populated Place,TOWN,34a5677dc6cd11d892e2080020a0f4c9,48.647823,-59.001605,,Newfoundland and Labrador,1000000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AANLW,Lumsden,Undetermined,,Town,Populated Place,TOWN,dbda282fd05311d892e2080020a0f4c9,49.2867583,-53.5925417,Bonavista North,Newfoundland and Labrador,1000000,1996-04-19,Newfoundland Labrador-Fisheries and Land Resources
ACRWI,Lushes Bight - Beaumont - Beaumont North,Undetermined,,Town,Populated Place,TOWN,43e473adc6cd11d892e2080020a0f4c9,49.612445,-55.699182,Baie Verte,Newfoundland and Labrador,50000,1997-01-01,Newfoundland Labrador-Fisheries and Land Resources
AANPF,Main Brook,Undetermined,,Town,Populated Place,TOWN,dbf04841d05311d892e2080020a0f4c9,51.1652528,-55.9875694,,Newfoundland and Labrador,1000000,1996-04-19,Newfoundland Labrador-Fisheries and Land Resources
